SampleID	GH001	GH002	GH003	GH005	GH008	GH009	GH010	GH013	GH014	GH015	GH016	GH018	GH019	GH020	GH023	GH024	GH025	GH026	GH028	GH029	GH031	GH032	GH033	GH036	GH037	GH039	GH043	GH050	GH053	GH063	GH068	GH073	GH077	GH078	GH081	GH086	GH087	GH088	GH092	GH094	GH097	GH099	GH103	GH104	GH105	GH106	GH108	GH109	GH110	GH114	GH117	GH130	GH141	GH146	GH150	GH166	GH167	GH171	GH177	GH179	PL001	PL005	PL006	PL007	PL012	PL014	PL017	PL018	PL022	PL024	PL025	PL029	PL038	PL040	PL041	PL042
P_PA2MD11	1	1	3	0	0	0	0	8	0	1	2	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_PAST1	1	1	2	0	0	0	0	7	0	1	1	2	0	1	7	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_PPB1	0	0	3	1	0	0	0	5	0	1	1	7	2	3	6	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_Ps84H4	2	0	3	0	1	0	0	9	0	1	2	2	0	0	7	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_R96	0	0	3	1	0	0	0	5	0	1	1	8	2	3	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_S2893	1	1	2	0	1	0	0	9	0	1	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_S3173	1	0	3	0	0	0	0	7	0	1	4	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_S3178	2	1	3	1	1	0	0	7	0	1	7	0	0	0	4	0	0	0	0	0	1	0	0	1	1	0	0	3	0	1	0	2	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	3	1	0	0	2	2	0	0	0	0	0	0	0	0
P_S3260	1	0	3	0	0	0	0	8	0	1	1	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SCSIO11900	0	0	1	0	0	0	0	7	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SCSIO43088	1	2	2	0	1	0	0	9	0	1	2	2	0	1	7	1	0	0	0	0	0	0	0	0	1	0	6	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SCSIO43101	2	0	3	0	1	0	0	9	0	1	3	1	0	1	6	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SCSIO43201	0	0	1	1	0	0	0	5	0	1	0	5	1	3	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P_SDCH90	1	1	2	0	1	0	0	9	0	1	1	2	0	1	7	1	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P_SG411	2	0	4	0	0	0	0	11	0	1	2	2	0	3	6	0	0	0	1	0	0	2	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG412	2	0	4	1	0	0	0	10	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SG415	2	0	4	1	0	0	0	12	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	2	0	2	1	0	0	0	0	0	0	0	2	1	1	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG416	0	0	1	0	1	0	0	8	0	1	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_SG418	2	0	4	1	0	0	0	11	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SG431	2	1	3	1	1	0	0	7	0	1	1	0	0	0	4	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG433	2	1	3	1	1	0	0	7	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG434	2	1	3	1	1	0	0	9	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG435	2	1	5	2	1	1	0	7	0	1	1	0	0	0	5	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	2	1	4	0	0	0	1	0	0	1	0	1	0	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	1	2	0	0	1	0	1
P_SG436	2	0	4	1	0	0	0	11	0	1	2	2	0	1	5	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SG437	2	0	4	1	0	0	0	11	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	1	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG438	2	1	5	1	2	1	2	8	0	1	1	0	1	0	5	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG441	2	0	4	1	0	0	0	10	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG4417	2	0	4	0	0	0	0	11	0	1	2	2	0	3	5	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG444	0	0	1	0	1	0	0	8	0	1	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_SG445	0	1	1	0	1	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0
P_SG448	2	0	4	0	0	0	0	11	0	1	2	2	0	3	5	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SG451	2	1	3	1	1	0	0	8	0	1	1	0	1	0	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG452	2	1	3	1	1	0	0	7	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG453	2	1	3	1	1	0	0	7	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SG455	0	0	1	0	1	0	0	8	0	1	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_SG456	2	1	3	1	1	0	0	7	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SK18	1	0	2	0	0	0	0	7	0	1	1	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SK20	1	1	2	0	0	0	0	8	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SMS1	0	0	2	1	0	0	0	6	0	2	1	8	2	2	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
P_SR411	2	1	3	1	1	0	0	7	0	1	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR414	2	0	4	0	0	0	0	11	0	1	2	2	0	3	5	0	0	0	1	0	0	2	0	0	1	0	7	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	1	0	3	0	2	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR415	2	1	5	1	2	1	2	8	0	1	1	0	1	0	5	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR416	2	0	4	1	0	0	0	11	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SR417	2	1	3	1	1	0	0	7	0	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR418	2	0	4	0	0	0	0	11	0	1	2	2	0	3	5	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SR432	2	1	5	2	2	1	2	8	0	1	4	0	1	0	4	0	0	0	0	0	1	0	0	1	1	1	3	0	0	0	0	2	1	4	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	3	1	0	0	2	1	0	1	2	0	0	1	0	1
P_SR433	2	1	3	1	1	0	0	9	0	1	1	0	0	0	5	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR435	2	1	3	1	1	0	0	9	0	1	1	0	0	0	5	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR436	2	1	5	1	2	1	2	8	0	1	1	0	1	0	4	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR437	2	1	5	1	2	1	2	8	0	1	1	0	0	0	4	1	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR442	2	1	4	1	1	0	0	8	0	1	1	0	0	0	4	0	0	0	1	0	1	3	0	1	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR445	2	0	4	1	0	0	0	11	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SR448	2	0	4	0	0	0	0	11	0	1	2	2	0	3	5	0	0	0	1	0	0	2	0	0	1	0	8	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	1	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SR451	2	1	3	1	1	0	0	7	0	1	2	0	0	0	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR454	0	0	1	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_SR455	2	1	3	1	1	0	0	8	0	1	1	0	0	0	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_SR456	2	0	4	1	0	0	0	11	0	1	2	2	0	1	6	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	2	0	1	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SW010604	1	0	2	0	0	0	0	7	0	1	1	3	1	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_Scap03	1	0	2	0	0	0	0	8	0	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
P_SiA1	1	0	3	0	0	0	0	7	0	1	5	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_TB25	2	1	3	1	1	0	0	10	0	1	1	0	0	0	4	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0
P_UG31	1	0	2	0	0	0	0	6	0	1	1	2	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_UG32	1	0	2	0	0	0	0	6	0	1	1	2	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_XMcav11Q	1	0	2	0	0	0	0	6	0	1	2	4	1	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P_XMcav2N	0	0	3	1	0	0	0	6	0	1	1	8	1	3	6	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_XMcav2N2	0	0	3	1	0	0	0	6	0	1	1	8	1	3	6	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_agarivorans_DSM14585	1	1	2	0	1	0	0	9	0	1	4	0	0	0	4	0	0	0	0	0	1	0	0	1	1	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_agarivorans_NW4327	1	1	2	0	1	0	0	8	0	1	1	0	0	0	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_agarivorans_S816	1	1	2	0	1	0	0	8	0	1	4	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_aliena_EH1	0	0	1	0	1	0	0	8	0	1	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_aliena_SW19	0	0	1	0	1	0	0	9	0	1	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_amylolytica_JW1	1	0	2	1	0	0	0	7	0	1	1	4	1	2	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_arctica_A3712	2	1	3	1	1	0	0	8	0	1	1	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	2	1	0	0	2	0	0	0	1	2	0	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	1	0	0	0	1	0	0	0	0
P_arctica_NECBIFX0059	2	1	3	1	2	0	3	6	0	1	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_arctica_NECBIFX2020001	2	1	3	1	2	0	3	6	0	1	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_arctica_NECBIFX2020017	2	1	3	1	2	0	3	6	0	1	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0
P_aurantia_208	1	0	2	1	0	0	0	7	0	1	1	8	1	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_aurantia_S3788	1	0	2	1	0	0	0	5	0	1	1	5	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_aurantia_S3790	1	0	2	1	0	0	0	5	0	1	1	4	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_aurantia_S3895	1	0	2	1	0	0	0	5	0	1	1	5	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_bablabjr004	2	0	3	0	1	0	0	9	0	1	2	2	0	1	5	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_bablabjr010	1	1	2	0	0	0	0	7	0	1	2	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	7	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_bablabjr011	2	0	4	0	1	0	0	9	0	1	2	2	0	1	7	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_citrea_DSM8771	1	0	2	1	0	0	0	5	0	1	1	9	1	2	7	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
P_citrea_S2231	1	0	2	1	0	0	0	5	0	1	1	8	1	2	7	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
