reference,querry,ani,alignment_coverage,primary_cluster
P_spongiae_UST010723006,P_undina_NEM02,0.785701,0.14339861023373343,0
P_espejiana_DSM9414,P_UG31,0.785702,0.13742494996664442,0
P_D15MCD2,P_flavipulchra_S1925,0.785702,0.1712779973649539,0
P_Of11M6,P_shioyasakiensis_BMC4,0.785702,0.1472957422324511,0
P_SMS1,P_ACER1,0.785705,0.099894848,0
P_UG31,P_CO109Y,0.785705,0.15823235923022094,0
P_McH17,P_CO325X,0.785705,0.086104513,0
P_flavipulchra_SCSIO43202,P_M1318928,0.785705,0.13739612188365652,0
P_aurantia_S3788,P_2CM37A,0.785706,0.14122394082044384,0
P_citrea_DSM8771,P_CO133X,0.785707,0.13374028856825748,0
P_130,P_citrea_S2233,0.785709,0.15631542219120725,0
P_DL2H1,P_DSM,0.785711,0.11569799022270505,0
P_SW010604,P_SDCH90,0.785711,0.1525804038893044,0
P_ACER1,P_flavipulchra_LMG20361,0.785714,0.16551724137931034,0
P_phenolica_S1093,P_shioyasakiensis_28,0.785714,0.2054421768707483,0
P_P111,P_citrea_DSM8771,0.785715,0.16990291262135923,0
P_peptidolytica_F1250A1,P_CnMc713,0.785719,0.0915986,0
P_lipolytica_CSB02KR,P_citrea_S2233,0.785719,0.16435506241331485,0
P_lipolytica_CSB02KR,P_phenolica_OBC302,0.785719,0.17753120665742025,0
P_OANN1,P_porphyrae_MNAD16,0.785719,0.15251299826689774,0
P_shioyasakiensis_M1400201,P_XMcav11Q,0.78572,0.17626404494382023,0
P_agarivorans_DSM14585,P_rubra_DSM6842,0.78572,0.099735799,0
P_MEBiC03607,P_CO342X,0.785724,0.1736842105263158,0
P_CNAT2181,P_PPB1,0.785724,0.11969696969696969,0
P_DL2H6,P_shioyasakiensis_BMC4,0.785724,0.13856132075471697,0
P_M1400202,P_shioyasakiensis_BMC4,0.785724,0.15789473684210525,0
P_rubra_DSM6842,P_APAL1,0.785725,0.091088134,0
P_shioyasakiensis_G21653S1,P_JW3,0.785725,0.1804054054054054,0
P_SW010604,P_SCSIO43201,0.785725,0.11368735976065819,0
P_B7P1,P_citrea_S2233,0.785725,0.1631827376938638,0
P_UG32,P_shioyasakiensis_BMC2,0.785725,0.17316017316017315,0
P_citrea_S2231,P_ostereae_hOe124,0.785727,0.15570307785153892,0
P_shioyasakiensis_28,P_aurantia_S3790,0.785728,0.15441176470588236,0
P_flavipulchra_SCSIO43202,P_2103,0.785729,0.14736842105263157,0
P_D15MCD2,P_BMB,0.785729,0.17457180500658762,0
P_PAST1,P_Of11M6,0.785729,0.15699873896595207,0
P_P18,P_phenolica_S3663,0.785731,0.21428571428571427,0
P_BZK2,P_phenolica_KCTC12086,0.785733,0.19294871794871796,0
P_citrea_S2233,P_BZA4,0.785734,0.1481042654028436,0
P_G4,P_DL2H1,0.785734,0.11794500723589002,0
P_DSM,P_JW3,0.785734,0.15240833932422718,0
P_126,P_flavipulchra_ATCCBAA314,0.785734,0.16933333333333334,0
P_JC3,P_OFAV1,0.785735,0.13749309773605742,0
P_N12309,P_P94,0.785736,0.12589227774172615,0
P_JC31,P_lipolytica_CSB02KR,0.785736,0.12579617834394904,0
P_BZA4,P_CO348,0.785737,0.16890982503364738,0
P_aurantia_S3895,P_shioyasakiensis_G21653S1,0.785737,0.14493712772998016,0
P_JW3,P_SiA1,0.785738,0.14089775561097256,0
P_piratica_OCN003,P_McH142,0.785739,0.08915212,0
P_amylolytica_JW1,P_PPB1,0.785739,0.16489693941286696,0
P_BZB3,P_PAST1,0.78574,0.2045751633986928,0
P_D15MCD2,P_peptidolytica_F1250A1,0.78574,0.1600790513833992,0
P_MM172,P_HMSA03,0.785741,0.12313432835820895,0
P_P94,P_gelatinilytica_NH153,0.785741,0.10311750599520383,0
P_303,P_A22,0.785742,0.1645489199491741,0
P_phenolica_S3898,P_CnMc737,0.785742,0.20847573479152426,0
P_JC3,P_McH142,0.785743,0.154058531,0
P_BZA4,P_R96,0.785743,0.1224764468371467,0
P_Cn537,P_XMcav2N2,0.785743,0.10741687979539642,0
P_126,P_phenolica_S1093,0.785744,0.20333333333333334,0
P_P94,P_MB47,0.785745,0.10215827338129496,0
P_JC31,P_Scap03,0.785745,0.12101910828025478,0
P_shioyasakiensis_BMC4,P_citrea_S2231,0.785746,0.14303717706364208,0
P_303,P_phenolica_S1093,0.785749,0.1880559085133418,0
P_viridis_BBR56,P_undina_NEM02,0.785749,0.085992428,0
P_JC28,P_CO109Y,0.785752,0.14614121510673234,0
P_BZA4,P_citrea_S2233,0.785758,0.16352624495289367,0
P_phenolica_KCTC12086,P_porphyrae_MNAD16,0.785758,0.19112207151664612,0
P_JC3,P_shioyasakiensis_BMC5,0.785758,0.15019326339039205,0
P_CNC920,P_APM04,0.785763,0.11593118922961855,0
P_PA2MD11,P_HMSA03,0.785763,0.1639892904953146,0
P_xiamenensis_PSDB,P_JC3,0.785764,0.15404699738903394,0
P_PPB1,P_ruthenica_LMG19699,0.785764,0.082206035,0
P_McH142,P_amylolytica_JW1,0.785766,0.13002114164904863,0
P_XMcav2N2,P_P18,0.785767,0.089219331,0
P_aurantia_S3790,P_CO342X,0.785768,0.1594488188976378,0
P_ruthenica_LMG19699,P_arctica_A3712,0.78577,0.12910284463894967,0
P_M1318928,P_phenolica_S3898,0.78577,0.2063953488372093,0
P_OANN1,P_xiamenensis_PSDB,0.78577,0.14615829000577701,0
P_shioyasakiensis_BMC5,P_phenolica_S1189,0.785771,0.19143413367942894,0
P_G4,P_A22,0.785772,0.11939218523878437,0
P_bablabjr010,P_peptidolytica_F1250A1,0.785772,0.14945477870429763,0
P_SCSIO43101,P_peptidolytica_NBRC101021,0.785772,0.13927392739273928,0
P_M1318928,P_citrea_DSM8771,0.785775,0.1693313953488372,0
P_phenolica_S3898,P_peptidolytica_DSM14001,0.785775,0.18318523581681476,0
P_shioyasakiensis_M1400201,P_peptidolytica_DSM14001,0.785775,0.15660112359550563,0
P_UG32,P_shioyasakiensis_BMC3,0.785775,0.17316017316017315,0
P_UG31,P_shioyasakiensis_BMC5,0.785775,0.1810406272273699,0
P_CO109Y,P_peptidolytica_NBRC101021,0.785776,0.13687707641196012,0
P_scap25,P_phenolica_KCTC12086,0.785776,0.17587209302325582,0
P_CnMc737,P_phenolica_OBC302,0.785776,0.1859452736318408,0
P_SW010604,P_phenolica_S1093,0.785776,0.10396409872849663,0
P_citrea_S2233,P_undina_DSM6065,0.785776,0.13566350710900474,0
P_S2893,P_aurantia_S3788,0.785777,0.1518624641833811,0
P_lipolytica_LMEB39,P_flavipulchra_SCSIO43202,0.785778,0.15583554376657824,0
P_bablabjr010,P_phenolica_KCTC12086,0.785779,0.18473380372033354,0
P_donghaensis_HJ51,P_BMB,0.78578,0.14657360406091371,0
P_spongiae_SAO44,P_DSM,0.78578,0.12661955241460543,0
P_distincta_ATCC700518,P_ruthenica_LMG19699,0.78578,0.11178045515394913,0
P_2103,P_amylolytica_JW1,0.785782,0.16852459016393442,0
P_phenolica_OBC302,P_scap26,0.785782,0.1500309981401116,0
P_phenolica_S3898,P_shioyasakiensis_BMC5,0.785782,0.20232399179767602,0
P_Ps84H4,P_OOF1S7,0.785783,0.10473186119873817,0
P_bablabjr010,P_aurantia_S3895,0.785783,0.1340602950609365,0
P_JW3,P_shioyasakiensis_LC2,0.785783,0.15835411471321695,0
P_Of7M16,P_CO133X,0.785784,0.089227924,0
P_Of7M16,P_CO302Y,0.785784,0.089227924,0
P_BMB,P_MM172,0.785786,0.09694172,0
P_peptidolytica_DSM14001,P_citrea_S2233,0.785786,0.15630657815328908,0
P_shioyasakiensis_G21653S1,P_phenolica_KCTC12086,0.785786,0.20270270270270271,0
P_ostereae_hOe66,P_citrea_DSM8771,0.785787,0.1823607427055703,0
P_phenolica_S3898,P_R96,0.785788,0.1544771018455229,0
P_xiamenensis_PSDB,P_SW010604,0.785788,0.080939948,0
P_SCSIO43201,P_ostereae_hOe125,0.785788,0.12645011600928074,0
P_lipolytica_LMEB39,P_SCSIO43201,0.78579,0.14124668435013263,0
P_802,P_citrea_DSM8771,0.785791,0.16940249507550886,0
P_flavipulchra_ATCCBAA314,P_shioyasakiensis_BMC3,0.785791,0.15218594355285003,0
P_aurantia_S3788,P_spongiae_SAO44,0.785792,0.10961667787491594,0
P_D15MCD2,P_CO348,0.785801,0.1732542819499341,0
P_citrea_S2233,P_M1400202,0.785801,0.1481042654028436,0
P_OANN1,P_spongiae_SAO44,0.785801,0.1172732524552282,0
P_peptidolytica_DSM14001,P_SW010604,0.785802,0.090525045,0
P_JC31,P_espejiana_DSM9414,0.785804,0.12685774946921444,0
P_espejiana_DSM9414,P_viridis_BBR56,0.785804,0.10873915943962642,0
P_SK18,P_CNAT2181,0.785806,0.13675213675213677,0
P_D15MCD2,P_OANN1,0.785808,0.17654808959156784,0
P_DL2H1,P_ruthenica_S2756,0.785808,0.089625204,0
P_shioyasakiensis_M1400201,P_P94,0.785809,0.14606741573033707,0
P_PAST1,P_phenolica_S1189,0.78581,0.1885245901639344,0
P_peptidolytica_DSM14001,P_P19,0.785811,0.094146047,0
P_flavipulchra_S1925,P_802,0.785812,0.14919354838709678,0
P_shioyasakiensis_BMC4,P_amylolytica_JW1,0.785812,0.17013232514177692,0
P_126,P_aurantia_S3790,0.785812,0.156,0
P_rubra_DSM6842,P_802,0.785813,0.090595766,0
P_DL2H1,P_SCSIO43088,0.785813,0.13525258011950028,0
P_PAST1,P_aurantia_S3788,0.785813,0.1343001261034048,0
P_bablabjr004,P_phenolica_OBC302,0.785813,0.2141400407885792,0
P_CnMc737,P_peptidolytica_F1250A1,0.785814,0.14738805970149255,0
P_A22,P_OFAV1,0.785815,0.1437394722066255,0
P_shioyasakiensis_BMC5,P_flavipulchra_SCSIO43202,0.785815,0.17391304347826086,0
P_shioyasakiensis_BMC4,P_aurantia_S3790,0.785817,0.1348456206679269,0
P_SCSIO43088,P_aurantia_S3895,0.785817,0.1425,0
P_CO133X,P_rubra_SCSIO_6842,0.785817,0.11748633879781421,0
P_ostereae_hOe124,P_ruthenica_LMG19699,0.785817,0.11343472750316856,0
P_PA2MD11,P_JC31,0.785818,0.1706827309236948,0
P_JC31,P_undina_NEM01,0.785818,0.11889596602972399,0
P_citrea_DSM8771,P_SR414,0.785819,0.1509433962264151,0
P_OOF1S7,P_shioyasakiensis_G21653S1,0.785819,0.099405727,0
P_flavipulchra_S1925,P_FE4,0.78582,0.13940092165898618,0
P_tunicata_D2,P_UG31,0.785821,0.083535109,0
P_phenolica_S1189,P_XMcav2N,0.785821,0.16542372881355932,0
P_OF5H5,P_citrea_S2231,0.785821,0.14856834143706105,0
P_JW3,P_CnMc713,0.785822,0.097880299,0
P_aurantia_S3788,P_shioyasakiensis_LC2,0.785823,0.1566913248150639,0
P_flavipulchra_NCIMB2033,P_CO109Y,0.785825,0.1464088397790055,0
P_xiamenensis_PSDB,P_flavipulchra_NCIMB2033,0.785825,0.15861618798955612,0
P_CNC920,P_phenolica_OBC302,0.785827,0.10919970082273747,0
P_undina_DSM6065,P_rubra_DSM6842,0.785829,0.11707680835197613,0
P_phenolica_S3663,P_OOF1S7,0.78583,0.16710353866317168,0
P_Of7M16,P_A25,0.785839,0.12297734627831715,0
P_S2893,P_JW3,0.785839,0.1518624641833811,0
P_FE4,P_maricaloris_LMG19692,0.785839,0.16700336700336701,0
P_phenolica_S1093,P_ACER1,0.78584,0.20476190476190476,0
P_CO302Y,P_phenolica_OBC302,0.78584,0.1993174061433447,0
P_citrea_DSM8771,P_ruthenica_LMG19699,0.78584,0.086570477,0
P_piratica_OCN003,P_CNC920,0.785841,0.088528678,0
P_spongiae_UST010723006,P_aliena_EH1,0.785841,0.13392293114339862,0
P_DL2H6,P_aurantia_S3790,0.785841,0.13443396226415094,0
P_R96,P_citrea_DSM8771,0.785841,0.12213740458015267,0
P_BZB3,P_lipolytica_LMEB39,0.785841,0.17450980392156862,0
P_Of11M6,P_shioyasakiensis_BMC5,0.785841,0.1478711162255466,0
P_CO342X,P_OFAV1,0.785843,0.14114285714285715,0
P_CO133X,P_peptidolytica_F1250A1,0.785843,0.1557377049180328,0
P_A22,P_APAL1,0.785844,0.14654688377316114,0
P_SCSIO43201,P_phenolica_S1189,0.785844,0.16357308584686775,0
P_shioyasakiensis_LC2,P_XMcav2N,0.785845,0.11627906976744186,0
P_DL2H22,P_aurantia_208,0.785845,0.1068870523415978,0
P_CnMc737,P_phenolica_S1189,0.785845,0.18781094527363185,0
P_phenolica_S1093,P_BZA4,0.785847,0.20136054421768707,0
P_S3260,P_rubra_S1946,0.785847,0.13,0
P_arctica_A3712,P_UG31,0.785848,0.1277813095994914,0
P_citrea_DSM8771,P_kknpp56,0.785848,0.12375138734739179,0
P_UG31,P_scap26,0.785848,0.15538132573057734,0
P_802,P_spongiae_SAO44,0.785848,0.19238345370978333,0
P_tetradonis_CSB01KR,P_citrea_DSM8771,0.785849,0.1852159468438538,0
P_2CM37A,P_phenolica_OBC302,0.785849,0.14809688581314878,0
P_FE4,P_JC28,0.785851,0.17104377104377105,0
P_flavipulchra_S1925,P_citrea_S2233,0.785851,0.15264976958525345,0
P_aurantia_S3790,P_shioyasakiensis_G21653S1,0.785853,0.1463254593175853,0
P_PPB1,P_phenolica_S1189,0.785854,0.11914672216441206,0
P_citrea_S2233,P_shioyasakiensis_M1400201,0.785855,0.13803317535545023,0
P_lipolytica_LMEB39,P_B95,0.785856,0.1306366047745358,0
P_galatheae_S4498,P_SCSIO11900,0.785856,0.12997198879551822,0
P_aliena_SW19,P_citrea_DSM8771,0.785856,0.1622895622895623,0
P_BMB,P_ruthenica_S3245,0.785856,0.092325447,0
P_spongiae_SAO44,P_shioyasakiensis_BMC5,0.785859,0.1790341578327444,0
P_SCSIO,P_UG32,0.78586,0.16437246963562754,0
P_CO342X,P_lipolytica_LMEB39,0.78586,0.12171428571428572,0
P_CNC920,P_shioyasakiensis_M1400201,0.78586,0.1480927449513837,0
P_SK20,P_JW3,0.785861,0.16036308623298035,0
P_SG4417,P_citrea_DSM8771,0.785864,0.15379864113650402,0
P_CNAT2181,P_SK18,0.785865,0.13636363636363635,0
P_phenolica_KCTC12086,P_bablabjr011,0.785865,0.15721331689272502,0
P_CNAT2181,P_amylolytica_JW1,0.785867,0.12196969696969696,0
P_citrea_S2231,P_shioyasakiensis_BMC4,0.785868,0.1424260712130356,0
P_CnMc713,P_JW3,0.785869,0.11252813203300825,0
P_OFAV1,P_phenolica_S3898,0.785873,0.17751842751842753,0
P_phenolica_S3898,P_OFAV1,0.785878,0.19617224880382775,0
P_SMS1,P_APAL1,0.785879,0.10199789695057834,0
P_CNAT218,P_B7P1,0.785879,0.16363636363636364,0
P_bablabjr010,P_galatheae_S4498,0.785879,0.16613213598460552,0
P_shioyasakiensis_M1400201,P_phenolica_S1093,0.785879,0.20435393258426968,0
P_SMS1,P_2102,0.785882,0.096214511,0
P_shioyasakiensis_M1400201,P_M1400202,0.785883,0.16643258426966293,0
P_phenolica_KCTC12086,P_BZK2,0.785885,0.19235511713933415,0
P_flavipulchra_S1925,P_aurantia_S3788,0.785885,0.14631336405529954,0
P_distincta_16SW7,P_flavipulchra_SCSIO43202,0.785885,0.12847682119205298,0
P_piratica_OCN003,P_maricaloris_LMG19692,0.785885,0.12219451371571072,0
P_CNAT218,P_JW3,0.785886,0.11742424242424243,0
P_M1318928,P_citrea_S2233,0.785886,0.1751453488372093,0
P_G4,P_OF5H5,0.785887,0.11939218523878437,0
P_rubra_S1946,P_P18,0.785887,0.099832683,0
P_citrea_DSM8771,P_PA2MD11,0.785887,0.1392896781354051,0
P_phenolica_OBC302,P_agarivorans_S816,0.785887,0.12647241165530068,0
P_B7P1,P_citrea_S2231,0.785887,0.1564396493594066,0
P_viridis_BBR56,P_shioyasakiensis_28,0.785887,0.1032990805840995,0
P_phenolica_S1093,P_CO302Y,0.785888,0.18571428571428572,0
P_rubra_SCSIO_6842,P_shioyasakiensis_G21653S1,0.785888,0.090862944,0
P_DL2H1,P_SG456,0.785889,0.11732753938077133,0
P_phenolica_S3898,P_shioyasakiensis_BMC3,0.785889,0.20027341079972658,0
P_phenolica_S1093,P_CO109Y,0.78589,0.20612244897959184,0
P_JC28,P_MM172,0.78589,0.098522167,0
P_UG31,P_shioyasakiensis_G21653S1,0.78589,0.16393442622950818,0
P_shioyasakiensis_M1400201,P_viridis_BBR56,0.78589,0.12851123595505617,0
P_citrea_DSM8771,P_BZK2,0.785891,0.13540510543840178,0
P_citrea_DSM8771,P_distincta_16SW7,0.785891,0.13873473917869034,0
P_spongiae_UST010723006,P_B95,0.785892,0.12823752368919772,0
P_MB47,P_SCSIO43201,0.785894,0.156,0
P_SCSIO11900,P_piratica_OCN003,0.785894,0.17366720516962844,0
P_DSM,P_SW010604,0.785895,0.11790079079798706,0
P_aurantia_S3788,P_JC3,0.785896,0.16812373907195696,0
P_citrea_S2233,P_SDCH90,0.785896,0.14988151658767773,0
P_SMS1,P_bablabjr004,0.785896,0.1056782334384858,0
P_CnMc737,P_OF7H1,0.785897,0.16417910447761194,0
P_JC3,P_xiamenensis_PSDB,0.785897,0.12424075096631695,0
P_lipolytica_CSB02KR,P_Of11M6,0.785898,0.14979195561719832,0
P_shioyasakiensis_M1400201,P_SCSIO43201,0.785898,0.15870786516853932,0
P_flavipulchra_NCIMB2033,P_bablabjr004,0.785898,0.13867403314917126,0
P_McH17,P_shioyasakiensis_BMC5,0.785902,0.1347980997624703,0
P_A22,P_BZA4,0.785903,0.14991577765300393,0
P_CNC920,P_PAST1,0.785903,0.16155572176514585,0
P_shioyasakiensis_M1400201,P_B95,0.785904,0.1580056179775281,0
P_2CM37A,P_JW3,0.785904,0.14878892733564014,0
P_shioyasakiensis_M1400201,P_aurantia_208,0.785906,0.15519662921348315,0
P_PA2MD11,P_citrea_DSM8771,0.785906,0.16733601070950468,0
P_UG32,P_MM172,0.785907,0.1341991341991342,0
P_MMG024,P_JW3,0.785908,0.11596091205211727,0
P_shioyasakiensis_M1400201,P_rubra_SCSIO_6842,0.785908,0.13132022471910113,0
P_shioyasakiensis_28,P_SCSIO43201,0.785911,0.15975935828877005,0
P_CO133X,P_peptidolytica_DSM14001,0.785911,0.15505464480874318,0
P_MMG024,P_OFAV1,0.785912,0.16742671009771987,0
P_rubra_SCSIO_6842,P_BZK2,0.78592,0.087817259,0
P_OFAV1,P_JW3,0.78592,0.15847665847665848,0
P_UG32,P_MMG024,0.78592,0.11688311688311688,0
P_shioyasakiensis_M1400201,P_rubra_DSM6842,0.78592,0.12991573033707865,0
P_undina_DSM6065,P_spongiae_UST010723006,0.78592,0.16554809843400448,0
P_OANN1,P_126,0.785922,0.15135759676487578,0
P_aurantia_S3790,P_undina_DSM6065,0.785924,0.13517060367454067,0
P_XMcav11Q,P_bablabjr011,0.785928,0.13266998341625208,0
P_McH142,P_lipolytica_CSB02KR,0.785928,0.082980973,0
P_phenolica_OBC302,P_shioyasakiensis_M1400201,0.785931,0.18288902665840048,0
P_CO325X,P_peptidolytica_NBRC101021,0.785932,0.099099099,0
P_amylolytica_JW1,P_scap25,0.785932,0.13179262960649593,0
P_phenolica_S3898,P_M1318928,0.785933,0.19207108680792892,0
P_XMcav11Q,P_ACER1,0.785934,0.15257048092868988,0
P_citrea_S2233,P_gelatinilytica_NH153,0.785935,0.14691943127962084,0
P_viridis_BBR56,P_G4,0.785936,0.071389941,0
P_citrea_S2231,P_lipolytica_LMEB39,0.785936,0.13216656608328303,0
P_2102,P_phenolica_S1189,0.785937,0.19369665134602757,0
P_JC28,P_G4,0.785938,0.09469075,0
P_M1318928,P_McH17,0.785938,0.1504360465116279,0
P_citrea_S2231,P_SCSIO43088,0.785938,0.13940856970428486,0
P_SCSIO43201,P_agarivorans_DSM14585,0.785938,0.11078886310904873,0
P_shioyasakiensis_LC2,P_aurantia_S3790,0.785938,0.15180878552971577,0
P_scap25,P_UG32,0.785939,0.1620639534883721,0
P_CO325X,P_rubra_DSM6842,0.78594,0.11186186186186187,0
P_CnMc715,P_rubra_SCSIO_6842,0.78594,0.11086142322097378,0
P_Of11M6,P_aurantia_S3895,0.785942,0.1432681242807825,0
P_SG411,P_maricaloris_LMG19692,0.785944,0.15254237288135594,0
P_OOF1S7,P_303,0.785945,0.093462993,0
P_bablabjr011,P_phenolica_KCTC12086,0.785945,0.16579973992197658,0
P_BZA4,P_BMB,0.785946,0.17496635262449528,0
P_shioyasakiensis_M1400201,P_CO325X,0.785946,0.12570224719101122,0
P_R96,P_D15MCD2,0.785946,0.097709924,0
P_SR456,P_amylolytica_JW1,0.785946,0.12678682411435674,0
P_SCSIO43201,P_SiA1,0.785949,0.1154292343387471,0
P_shioyasakiensis_LC2,P_SCSIO43201,0.78595,0.1524547803617571,0
P_galatheae_S4498,P_distincta_16SW7,0.78595,0.11484593837535013,0
P_303,P_phenolica_S1189,0.785955,0.18106734434561628,0
P_OF7H1,P_2102,0.785959,0.13961218836565098,0
P_aurantia_208,P_tetradonis_CSB01KR,0.785959,0.11331901181525242,0
P_ostereae_hOe125,P_JW3,0.78596,0.14774889029803423,0
P_CNAT241,P_PPB1,0.78596,0.11827141774071266,0
P_scap25,P_citrea_S2233,0.78596,0.16424418604651161,0
P_CO348,P_shioyasakiensis_28,0.78596,0.14051918735891647,0
P_A22,P_shioyasakiensis_G21653S1,0.78596,0.1403705783267827,0
P_OFAV1,P_amylolytica_JW1,0.785961,0.1590909090909091,0
P_SMS1,P_PA2MD11,0.785963,0.10883280757097792,0
P_McH17,P_shioyasakiensis_LC2,0.785964,0.13657957244655583,0
P_aliena_EH1,P_ruthenica_LMG19699,0.785965,0.10711952971913782,0
P_flavipulchra_NCIMB2033,P_shioyasakiensis_BMC3,0.785967,0.1541436464088398,0
P_BMB,P_CO325X,0.785968,0.091748413,0
P_A25,P_PAST1,0.785968,0.16920152091254753,0
P_126,P_BZB3,0.785969,0.21066666666666667,0
P_lipolytica_LMEB39,P_SMS1,0.785969,0.1312997347480106,0
P_BZK2,P_phenolica_S1093,0.785969,0.18525641025641026,0
P_flavipulchra_ATCCBAA314,P_2103,0.78597,0.14775871610403984,0
P_1CM17D,P_aurantia_208,0.785971,0.14372061786433848,0
P_SMS1,P_shioyasakiensis_BMC5,0.785971,0.097791798,0
P_UG32,P_shioyasakiensis_G21653S1,0.785971,0.16161616161616163,0
P_citrea_S2233,P_S3178,0.785972,0.12855450236966826,0
P_XMcav2N,P_SDCH90,0.785973,0.087626129,0
P_peptidolytica_NBRC101021,P_aurantia_S3790,0.785973,0.14953886693017127,0
P_citrea_S2233,P_undina_NEM01,0.785973,0.13270142180094788,0
P_UG32,P_porphyrae_MNAD16,0.785974,0.17027417027417027,0
P_flavipulchra_ATCCBAA314,P_2102,0.785977,0.14167127836192583,0
P_aurantia_S3788,P_DL2H22,0.785977,0.13180901143241425,0
P_XMcav2N,P_PAST1,0.785977,0.090281466,0
P_galatheae_S4498,P_aliena_EH1,0.785977,0.11820728291316526,0
P_802,P_B95,0.785979,0.1490479317137229,0
P_A25,P_McH142,0.785981,0.1482889733840304,0
P_undina_DSM6065,P_amylolytica_JW1,0.785981,0.16256524981357195,0
P_aurantia_S3790,P_espejiana_DSM9414,0.785984,0.1437007874015748,0
P_A25,P_SR448,0.785985,0.1520912547528517,0
P_McH17,P_aurantia_208,0.785985,0.1496437054631829,0
P_citrea_S2233,P_Of7M16,0.785987,0.15402843601895735,0
P_flavipulchra_ATCCBAA314,P_SCSIO11900,0.785987,0.11676812396236856,0
P_SCSIO,P_galatheae_S4498,0.785987,0.17327935222672064,0
P_CNAT2181,P_A25,0.785988,0.12121212121212122,0
P_SCSIO43088,P_XMcav11Q,0.785989,0.165,0
P_SR433,P_amylolytica_JW1,0.785989,0.13013698630136986,0
P_aurantia_S3788,P_ruthenica_S3245,0.785997,0.0800269,0
P_B95,P_B7P1,0.785998,0.11073170731707317,0
P_CO348,P_piratica_OCN003,0.785998,0.096501129,0
P_spongiae_UST010723006,P_donghaensis_HJ51,0.785999,0.15792798483891346,0
P_citrea_DSM8771,P_shioyasakiensis_BMC5,0.785999,0.14483906770255273,0
P_PAST1,P_BZB3,0.786001,0.201765448,0
P_SG456,P_CNC920,0.786001,0.10649698593436034,0
P_flavipulchra_S1925,P_shioyasakiensis_28,0.786001,0.14516129032258066,0
P_SCSIO43101,P_B95,0.786002,0.1491749174917492,0
P_shioyasakiensis_BMC5,P_UG31,0.786003,0.14665801427644387,0
P_phenolica_S1093,P_shioyasakiensis_LC2,0.786003,0.20748299319727892,0
P_JC28,P_PA2MD11,0.786005,0.14504652435686918,0
P_PPB1,P_CnMc715,0.786006,0.074921956,0
P_Hal040,P_OF5H5,0.786006,0.16795366795366795,0
P_aurantia_S3790,P_lipolytica_CSB02KR,0.786006,0.14763779527559054,0
P_galatheae_S4498,P_BZK2,0.786007,0.14173669467787114,0
P_OF7H1,P_P18,0.786007,0.13961218836565098,0
P_SR455,P_aurantia_208,0.786007,0.15027027027027026,0
P_OF5H5,P_MB47,0.786008,0.13830361966504592,0
P_flavipulchra_SCSIO43202,P_shioyasakiensis_BMC5,0.786008,0.14792243767313018,0
P_XMcav2N,P_aurantia_S3895,0.786009,0.10939989378651088,0
P_amylolytica_JW1,P_126,0.78601,0.16114928169893816,0
P_CnMc737,P_B95,0.78601,0.1480099502487562,0
P_DL2H6,P_aurantia_S3788,0.78601,0.13679245283018868,0
P_gelatinilytica_NH153,P_HMSA03,0.786011,0.1604782882315922,0
P_maricaloris_LMG19692,P_TB25,0.786011,0.11483516483516483,0
P_CnMc713,P_galatheae_S4498,0.786013,0.12153038259564891,0
P_MB47,P_M1400202,0.786015,0.15466666666666667,0
P_DSM,P_viridis_BBR56,0.786016,0.09705248,0
P_JC28,P_FE4,0.786017,0.14395183360700603,0
P_P94,P_citrea_DSM8771,0.786017,0.1275779376498801,0
P_A25,P_S3173,0.786018,0.14955640050697086,0
P_amylolytica_JW1,P_scap26,0.786018,0.13241723922548407,0
P_McH17,P_SDCH90,0.786019,0.1342042755344418,0
P_Scap03,P_JC31,0.78602,0.1650909090909091,0
P_SMS1,P_shioyasakiensis_LC2,0.78602,0.099369085,0
P_UG31,P_aurantia_S3790,0.786021,0.15466856735566642,0
P_CNAT241,P_DSM,0.786022,0.1281273692191054,0
P_flavipulchra_NCIMB2033,P_shioyasakiensis_BMC5,0.786022,0.15248618784530388,0
P_M1400202,P_Of7M16,0.786023,0.18092105263157895,0
P_ruthenica_LMG19699,P_peptidolytica_DSM14001,0.786023,0.1137855579868709,0
P_MEBiC03607,P_peptidolytica_F1250A1,0.786023,0.15394736842105264,0
P_PPB1,P_spongiae_SAO44,0.786026,0.078043704,0
P_phenolica_S1093,P_SDCH90,0.786027,0.20680272108843537,0
P_CNAT218,P_peptidolytica_DSM14001,0.786027,0.1143939393939394,0
P_ruthenica_LMG19699,P_XMcav2N2,0.786037,0.10940919037199125,0
P_citrea_DSM8771,P_1CM17D,0.786038,0.13429522752497225,0
P_JC31,P_APM04,0.786038,0.11252653927813164,0
P_A25,P_CO302Y,0.786038,0.1590621039290241,0
P_ACER1,P_XMcav2N2,0.786038,0.10783699059561129,0
P_phenolica_S1093,P_B7P1,0.786041,0.20408163265306123,0
P_XMcav2N,P_BZA4,0.786041,0.088157196,0
P_DSM,P_OF5H5,0.786042,0.1488138030194105,0
P_MB47,P_UG31,0.786042,0.15333333333333332,0
P_CO302Y,P_phenolica_KCTC12086,0.786044,0.19863481228668942,0
P_shioyasakiensis_BMC2,P_phenolica_S1093,0.786044,0.1946787800129786,0
P_Of11M6,P_porphyrae_MNAD16,0.786044,0.13981588032220943,0
P_Of7M16,P_peptidolytica_DSM14001,0.786045,0.12944983818770225,0
